"subject","PreCG.L","PreCG.R","SFGdor.L","SFGdor.R","ORBsup.L","ORBsup.R","MFG.L","MFG.R","ORBmid.L","ORBmid.R","IFGoperc.L","IFGoperc.R","IFGtriang.L","IFGtriang.R","ORBinf.L","ORBinf.R","ROL.L","ROL.R","SMA.L","SMA.R","OLF.L","OLF.R","SFGmed.L","SFGmed.R","ORBsupmed.L","ORBsupmed.R","REC.L","REC.R","INS.L","INS.R","ACG.L","ACG.R","DCG.L","DCG.R","PCG.L","PCG.R","PHG.L","PHG.R","CAL.L","CAL.R","CUN.L","CUN.R","LING.L","LING.R","SOG.L","SOG.R","MOG.L","MOG.R","IOG.L","IOG.R","FFG.L","FFG.R","PoCG.L","PoCG.R","SPG.L","SPG.R","IPL.L","IPL.R","SMG.L","SMG.R","ANG.L","ANG.R","PCUN.L","PCUN.R","PCL.L","PCL.R","HES.L","HES.R","STG.L","STG.R","TPOsup.L","TPOsup.R","MTG.L","MTG.R","TPOmid.L","TPOmid.R","ITG.L","ITG.R"
"neo-0042-2-4year","0.106492309462","0.2436981264","0.125246236184","0.265214111929","0.0294209276038","0.081984592909","0.110487581465","0.253338434195","0.023715744535","0.0804369013414","0.0442337721115","0.127023926467","0.049934220186","0.131078207284","0.028081325125","0.0998783403112","0.0410898488867","0.11389602958","0.0594722140477","0.12241413284","0.00594418731887","0.009839782519","0.0785410650548","0.117720048266","0.0215838173027","0.0375572825353","0.0136033269649","0.0340122059863","0.0460183933437","0.169473823835","0.0350161821237","0.0480113477577","0.047901717782","0.0706642111017","0.0246089616779","0.0289916104739","0.0106681962605","0.0490107765404","0.0366318731208","0.0582587635563","0.0628970243605","0.0881115586362","0.0261193439457","0.0513455036886","0.0398607084533","0.105392736329","0.049924630702","0.200499796309","0.0216605824803","0.0933005775139","0.0175197825097","0.0954661779939","0.0962723737998","0.215876428093","0.0613453028635","0.126129885584","0.0591027690782","0.100302428956","0.040197708484","0.154689103405","0.0343473845999","0.171191733045","0.0857186324884","0.102397553431","0.0634088053811","0.0808844754108","0.0199541317666","0.100845608716","0.0600513035373","0.321376713656","0.0231221210626","0.103568736241","0.0664933983737","0.373427862987","0.0109835607202","0.0696317925583","0.0338755685007","0.235669706986"
