subject,allstrengthtotal,PreCG.L,PreCG.R,SFGdor.L,SFGdor.R,ORBsup.L,ORBsup.R,MFG.L,MFG.R,ORBmid.L,ORBmid.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,ORBinf.L,ORBinf.R,ROL.L,ROL.R,SMA.L,SMA.R,OLF.L,OLF.R,SFGmed.L,SFGmed.R,ORBsupmed.L,ORBsupmed.R,REC.L,REC.R,INS.L,INS.R,ACG.L,ACG.R,DCG.L,DCG.R,PCG.L,PCG.R,PHG.L,PHG.R,CAL.L,CAL.R,CUN.L,CUN.R,LING.L,LING.R,SOG.L,SOG.R,MOG.L,MOG.R,IOG.L,IOG.R,FFG.L,FFG.R,PoCG.L,PoCG.R,SPG.L,SPG.R,IPL.L,IPL.R,SMG.L,SMG.R,ANG.L,ANG.R,PCUN.L,PCUN.R,PCL.L,PCL.R,HES.L,HES.R,STG.L,STG.R,TPOsup.L,TPOsup.R,MTG.L,MTG.R,TPOmid.L,TPOmid.R,ITG.L,ITG.R
neo-0249-1-4year,1.0,0.0188453572044,0.0197023189718,0.0236734850068,0.0264257875862,0.011060507533,0.0142522995116,0.0237928571304,0.0248061495454,0.00618423202439,0.00742950757849,0.0108120333354,0.0107868772186,0.00861967280531,0.0117348307851,0.0101681055377,0.0121468414566,0.00898504364365,0.0100524440325,0.014800652827,0.0126459908599,0.00388757810096,0.00287365856367,0.0169700790948,0.0173695421085,0.00718720384757,0.00770103937827,0.008678714373,0.00942779546857,0.0161682085456,0.0224110183104,0.0113507713545,0.0108322575956,0.0140717195557,0.0124206923929,0.00613980535972,0.00526077965749,0.00628508232511,0.00659679511941,0.0114619978368,0.0112132092096,0.0176661570635,0.0165770158555,0.00875545607701,0.0097471692307,0.0117053734084,0.0132514731068,0.0174156295181,0.0163946240199,0.00889702068679,0.00864739821268,0.0106930955071,0.0116423797541,0.0209753355679,0.0211306100095,0.0128677020483,0.0175114819494,0.01292516973,0.00749467792044,0.0077998050619,0.0138837548437,0.0109655844935,0.0119741274559,0.0243374720325,0.0215597006437,0.0114580700708,0.00783673926529,0.00564719296823,0.004882972341,0.0185228530423,0.0232034907108,0.00897519730223,0.0109058671625,0.0220871070317,0.0229784858274,0.0037915189452,0.00571577513349,0.0105839466931,0.0133596265161
neo-0251-2-4year,1.0,0.0208951052121,0.0214687312389,0.02360039255,0.024430984159,0.0119143073786,0.0113840744025,0.0187134786344,0.0195428714181,0.0051235342174,0.00603954251894,0.0122123015301,0.00992597596946,0.0108550323543,0.0102279377745,0.00921879544164,0.0109849714258,0.00959061922131,0.0104847343522,0.01413776964,0.012204306203,0.00358454430161,0.00239762676956,0.0156484126303,0.0115570353471,0.00694517205818,0.00731817886829,0.00833595621763,0.00729638836383,0.0140578574348,0.0176193602839,0.00796980592969,0.0127320988826,0.013775466965,0.0153460828065,0.00586323149757,0.00459048029026,0.0108060511037,0.00901926448651,0.0147316588143,0.0130507289388,0.0159525130511,0.0188173183803,0.0104777356768,0.00960324084506,0.0121499578797,0.0128207519295,0.0173251474072,0.0185851695861,0.00970134549952,0.00973804629408,0.0140922979936,0.0119265957321,0.021798834637,0.0216673855827,0.0123358626619,0.0131500055674,0.0145907723677,0.00882119770923,0.0134776892022,0.012462219473,0.0100829399418,0.0108894871285,0.0215518418909,0.0197574579755,0.0114057717177,0.0115330841142,0.00579154996206,0.00672515840793,0.0196468217276,0.0214335593809,0.00725840661109,0.00934211333347,0.0249466448537,0.0241305102241,0.00565685665611,0.00736033202739,0.0129148683972,0.0144776405416
neo-0253-1-1-4year,1.0,0.0186174821649,0.0221910673937,0.0190238164718,0.0250315120923,0.0116602458797,0.0124488929007,0.0183186895835,0.0238177486044,0.00633545313164,0.00686716843621,0.0132876431813,0.0113185403468,0.0102672265828,0.0115888467922,0.0114039147557,0.0113315370807,0.00942655482674,0.0119912415495,0.0141026931648,0.0128815524712,0.00376075163684,0.002594951536,0.0159801027711,0.0125419427115,0.00820892108835,0.00664903372402,0.00862369308748,0.00789298432608,0.0188961465035,0.0220350666874,0.00939462263484,0.00853753958854,0.0136583787432,0.0135876495471,0.00601831308476,0.00402515085777,0.00768311300828,0.00661298768469,0.0127358227336,0.0120764668603,0.0167553141637,0.0171530343808,0.0106145117444,0.00917079909535,0.00970361688584,0.0132962950707,0.01646609956,0.0180620350636,0.0082408259806,0.00951347481589,0.0126318173628,0.0113521294175,0.0214454299231,0.0230041413025,0.0136340190545,0.0118987230319,0.0135156540672,0.00866378787506,0.00995313989688,0.0120757171699,0.00988715454019,0.0159514192377,0.0227192484435,0.0187114223643,0.0119928144294,0.0093369195723,0.00483872036019,0.00550564243679,0.0200724002707,0.0231193752298,0.00927225509873,0.0100132579286,0.024543123434,0.0250088554818,0.00512436290962,0.00748720231206,0.0113759347133,0.014463859149
neo-0253-1-2-4year,1.0,0.0179681212116,0.0205474272714,0.0240899792903,0.0254698897904,0.0128774098838,0.0141728478425,0.0261786487704,0.0230832194741,0.0074253650045,0.00811930484929,0.0116853696647,0.0100941476667,0.0110787677122,0.00960735902985,0.0124626671452,0.0124565308259,0.00917915066018,0.010178928217,0.0127430420603,0.0139414984096,0.00406812592461,0.00306365231574,0.0159592260517,0.0134141870731,0.00747994332427,0.00811500790741,0.00924365250801,0.0103247249081,0.0176104121882,0.0209699071083,0.00991397327149,0.0106047874761,0.0138890978433,0.0146723949912,0.00711856856038,0.0048251078283,0.00761449551933,0.00742823035544,0.0138701856595,0.0134619609978,0.0173581007935,0.0163281535423,0.0111670274623,0.0110384315531,0.0106365622875,0.0112973412806,0.0185526983546,0.0159767652098,0.00987702521096,0.00980905283966,0.0133739181554,0.0118406170251,0.0199162301529,0.0190444997287,0.0126629185187,0.0120253226225,0.0128563980332,0.00769750393358,0.00869046191175,0.0107846863985,0.00885716199956,0.011594645843,0.0235840333639,0.0198839889898,0.0104678796632,0.00921063698439,0.00604752163498,0.00603243353418,0.018532640898,0.0214012888379,0.0089521805941,0.01066774711,0.0202210288769,0.0211892745589,0.00424128118608,0.00562927366768,0.0117094117161,0.0138365389344
neo-0255-1-4year,1.0,0.0194250094396,0.020004859151,0.0192419640039,0.0234012237916,0.0139726862801,0.0142206978276,0.0208899990266,0.025110061673,0.00790697071384,0.00833041980923,0.0111537680674,0.0105579861136,0.0111367751099,0.0112714773243,0.0131236494466,0.0122270073742,0.0096410549061,0.00964876176527,0.0136299569601,0.0127733939978,0.00426946012815,0.00320913443628,0.0171889294441,0.0137777879446,0.00922452950496,0.00818522017277,0.0102300336526,0.00978741638063,0.0158156024258,0.0192972567381,0.0103088450013,0.00921561562514,0.0131671861008,0.0151091252745,0.00535693625436,0.00525353696964,0.0067607012784,0.00603341861956,0.0134004336987,0.012210896553,0.017378836179,0.0159961843345,0.0112755717277,0.0109559048933,0.0101707562441,0.0102813782888,0.01793424426,0.0164425947925,0.00978578550424,0.0102152180657,0.0131055635007,0.0112378528701,0.0208967419905,0.0192220729059,0.0123601432588,0.0136769640676,0.013417628902,0.00816455236451,0.0112132584795,0.0101411831623,0.0108631256691,0.0113698742507,0.0225744985521,0.0212110170356,0.0116960387721,0.00888335790858,0.00572696876892,0.00495937248076,0.0199610793715,0.0210233672788,0.00879521312734,0.00934679574894,0.0222130700939,0.0239727921795,0.00464182062194,0.00692946256052,0.0110732333255,0.0154166874776
neo-0256-1-4year,1.0,0.01821910969,0.0196723420977,0.0193392882993,0.0213034209261,0.0120203637606,0.0143911460494,0.0175254824795,0.0205940659788,0.00679357626055,0.009701341689,0.010705912274,0.0110263106089,0.0109357544355,0.0112805870263,0.00995438029951,0.0140542558348,0.0100760151088,0.00976962780591,0.0121748776522,0.0141613117387,0.00376444033252,0.00280708174399,0.0142081102605,0.0121598355506,0.00887326980699,0.00871316877431,0.00916888321769,0.00951646358285,0.0165798895988,0.0167428614014,0.00909617449261,0.00878033746301,0.0140484645733,0.0135452084005,0.00603875742464,0.00493775566306,0.00735895306805,0.0063584910599,0.01312224481,0.0151588872753,0.0185415963335,0.0177647377307,0.0112658066175,0.0106850579754,0.011286807464,0.0137423913017,0.0168497393542,0.0211629965744,0.0101108019315,0.0117895114649,0.0121020197622,0.0109952293561,0.0218318702639,0.0202264844336,0.0139941999561,0.0139094062579,0.0138841084158,0.00742895588968,0.0113780963772,0.0103524359702,0.0107260443004,0.0116091580272,0.023731846286,0.0209194233922,0.0125610943411,0.0102042785965,0.00581084132207,0.0052858306276,0.0185412535159,0.0216282497201,0.00971822349095,0.00970641591222,0.0223500612442,0.0254689577996,0.00529206414988,0.00532706817762,0.0117487501958,0.0153897369541
neo-0259-1-4year,1.0,0.0197164863611,0.0193440110689,0.0216543723787,0.0227403213365,0.0115045319682,0.0129685710071,0.0214650775025,0.020355182216,0.00661169929623,0.00699079819219,0.0100512607257,0.00933217463919,0.00931775521715,0.00962459597142,0.01160605995,0.0130622581766,0.00965020944962,0.0106159081477,0.0125762083268,0.0134077725359,0.00396850485636,0.00341480757517,0.0161260076468,0.012137672237,0.00775070102333,0.00821181230623,0.0090762222016,0.00891360645318,0.0178283780165,0.0190026101167,0.00995797376681,0.010007580936,0.0135986019474,0.0151512461916,0.00542343140784,0.0054552374938,0.0105542946606,0.00520939451798,0.0170879670991,0.0137099457453,0.0196664339872,0.0202380554933,0.0125111966019,0.010197842001,0.00882056340966,0.0123075699238,0.0184240097903,0.0158509066714,0.0122343148077,0.00881538672111,0.0169916442232,0.00971478781045,0.0217478937804,0.0224406109616,0.0132230078543,0.0139566554494,0.0123389237007,0.00902932888657,0.00921018145042,0.0108320076614,0.00939760551963,0.0112964366665,0.0205316750892,0.0237417453427,0.0113636175802,0.011597042187,0.00534492855997,0.00511224517165,0.0184229157235,0.0202781333877,0.00884938330886,0.0100255193695,0.0215223620844,0.0226703839427,0.00458641344131,0.00431619787694,0.0143142021759,0.0128966207198
neo-0269-1-4year,1.0,0.0215630689404,0.0234188368172,0.0191706076951,0.0220877706343,0.0123153373254,0.0150052867306,0.0209219564754,0.0235824793505,0.00630212141411,0.00854772536782,0.0121129177033,0.01019502155,0.0121823177748,0.010830008255,0.012078296203,0.0137868674378,0.00979650973701,0.0100247839835,0.0130070420915,0.0138672527674,0.00370979246197,0.00273707645363,0.0159942159329,0.0143319592446,0.00767076047648,0.00791862590798,0.00934082610289,0.00815023160609,0.0194497670536,0.0191666014209,0.0082194474587,0.00959007608415,0.013363616009,0.0116646551783,0.00525045698286,0.0042802308371,0.00674804726904,0.00653857497548,0.0120462654008,0.0103397903821,0.0184853874309,0.0169052962076,0.00922028689143,0.00863584594803,0.0109198818226,0.0123857283001,0.0193211513019,0.0160303131228,0.00995298131103,0.0103236586323,0.0136716666934,0.0105226149409,0.0210942126922,0.0206759972237,0.015258554621,0.0169978748829,0.0171904029248,0.010161204795,0.00880019433028,0.0105643628002,0.00992981240289,0.0136714921703,0.0224661483016,0.0186663465319,0.0111409114222,0.00814587628573,0.00573018989709,0.0053055674925,0.0161403634973,0.019294809952,0.00912574192281,0.00929366221072,0.0219421485783,0.0218197613613,0.00588818757846,0.00684393024792,0.0156149559545,0.0145552518268
neo-0270-1-4year,1.0,0.0203655933593,0.0210709980868,0.023607607904,0.0225601714627,0.011592303652,0.0135007285119,0.0197782372461,0.0214613984822,0.00651766711973,0.0088441137908,0.0106663136056,0.00967244653072,0.0102502842348,0.0108629549709,0.0118763072788,0.0133098079001,0.00939385855043,0.00966020758546,0.0143938918348,0.0153623795672,0.00409092812857,0.00299687968148,0.0171258047078,0.015344567799,0.0084266975706,0.0084339577268,0.00907220427588,0.00923615066842,0.0177497227919,0.0174809282793,0.00968048101112,0.0103847230966,0.016025055467,0.0167406604713,0.00649361684108,0.00575021706503,0.00811400465408,0.00581999870006,0.0126538027455,0.0138753488735,0.0189897348187,0.0186006519301,0.0105672440244,0.0107817387633,0.0120338348704,0.0122394375938,0.0178186376461,0.0164829214591,0.00955740506808,0.00959622298059,0.0125106590927,0.0106057776328,0.0232779769345,0.0214859826979,0.0136843959018,0.0137901385398,0.0132565251492,0.00670123280734,0.00923221201635,0.0101646971403,0.00889100085495,0.0107043895538,0.022578195881,0.0205661941794,0.0112299384156,0.0112777038176,0.00576089118198,0.00539486004055,0.0185649914112,0.0194528454126,0.00864497840814,0.00899883070111,0.0216785397919,0.0205300043464,0.00498646296377,0.0049362543955,0.0106967641939,0.0134867051539
neo-0272-1-4year,1.0,0.0198372527734,0.0182295222902,0.0185373180511,0.0230250605506,0.0103655657706,0.0168402017836,0.0176589514811,0.019842649028,0.0068865136916,0.0092916832003,0.00973535483929,0.00993785504844,0.00908784845855,0.00997152990928,0.0113062903524,0.0123621358079,0.00996067230088,0.010117245059,0.0135649495718,0.0158446241921,0.00484115184057,0.00322114086746,0.0180148973641,0.0140912762078,0.0108117018774,0.00913774695781,0.0100625245726,0.00976534462319,0.0158166385321,0.0177980869666,0.0128561476904,0.0101656648775,0.0145304257808,0.0162623282447,0.00631867704687,0.00614272566649,0.006548553774,0.00634423311359,0.012922427926,0.0126082896478,0.0169572663319,0.0172141917563,0.0120881055816,0.0112406401836,0.0107903075064,0.0116058440959,0.0186647798639,0.0182128429577,0.0089687914112,0.0106184550476,0.0124464182838,0.0120122441459,0.0220365764416,0.0183022333919,0.0152497667497,0.0138397726128,0.0134875048318,0.00701553090906,0.0103730986723,0.0112411795765,0.00909931520901,0.0109973181568,0.0220109273761,0.023350228485,0.0124280370735,0.0115147494588,0.00574948261985,0.00564230849253,0.0186557450317,0.0189842609225,0.00731870463031,0.00881076554704,0.0232355284308,0.022295645488,0.00370273276192,0.0050061572637,0.0123559281389,0.0158134068242
neo-0282-2-1-4year,1.0,0.0181227320582,0.0202403522452,0.0248113166088,0.0266215972538,0.012531754245,0.011649583412,0.0174483429158,0.0190370844865,0.00614905063866,0.0061346016194,0.0104044717044,0.00837984396737,0.00985715860481,0.00908254907886,0.00987028940786,0.00829913489579,0.0107156785846,0.0095475438559,0.0105374506168,0.0130854855167,0.00363667091925,0.0022320019789,0.0178555878389,0.0111273164205,0.00744170372837,0.0085172911191,0.0101435624766,0.00812337729938,0.0141126447254,0.0132071739928,0.00861250228098,0.012864304244,0.0136486411784,0.0150224809791,0.00482216159074,0.00492100212714,0.00816024797804,0.00831433718146,0.0176384468133,0.0142467056022,0.0195812458509,0.0187354766171,0.0125923271359,0.00993603929339,0.0140056706238,0.0135698683439,0.0242039664646,0.0189063961888,0.00970850661528,0.00935987780238,0.0160845831892,0.0122154131694,0.0222706397521,0.020253274188,0.013250498795,0.0146090592714,0.0158226330842,0.00988007159934,0.0105072018346,0.0120237667878,0.00972662438434,0.01088107192,0.0227300398141,0.0211059289616,0.0112163131345,0.0107045781769,0.00552396791845,0.0064142038379,0.0181979696765,0.0197525009686,0.00866902978893,0.00858852101773,0.0234557058552,0.0224375464682,0.00574971330081,0.00542372527936,0.0121961381093,0.0125357225894
neo-0285-1-4year,1.0,0.0163472717371,0.0209169735285,0.0277241206199,0.0286554596987,0.0145653300543,0.0128591361241,0.0165674547134,0.0199439383769,0.00649034795003,0.0069033353605,0.00881058939793,0.00848740408095,0.00934940026084,0.0105019852635,0.00819276383163,0.00941538791295,0.00842177810271,0.00992700701371,0.0132463818639,0.0135073321074,0.00481701879789,0.00212749304769,0.0193089375468,0.0124198976431,0.00842253201444,0.00821008342536,0.00990841052444,0.00845623051024,0.014016507787,0.0162163050445,0.00812540589402,0.0126752733546,0.0144835832699,0.0148461723606,0.00484893269634,0.00521151499506,0.00992539900829,0.00990150815694,0.013033386519,0.0141890211286,0.0165012751874,0.0181877960967,0.00917622469955,0.0105243275394,0.0134596505866,0.0138903566207,0.0208699083816,0.0168112415791,0.0101098272115,0.00851425284723,0.0142482473471,0.0123160598867,0.0224627319869,0.0200683100398,0.0155476226986,0.0159337919068,0.0137046362399,0.00901245096084,0.0107524350788,0.011978388937,0.00880388230036,0.00978260405199,0.0222126455434,0.0207762348495,0.0136668489616,0.0112118067385,0.00592596521637,0.00605174791683,0.0185630556588,0.0212480324687,0.00688606840475,0.00828806234912,0.0235080815364,0.0220763793948,0.00471856879354,0.00616159489306,0.0115068867697,0.0125649865966
neo-0287-1-4year,1.0,0.0178735591816,0.0194491948455,0.0229339034796,0.0279761230093,0.0144898683201,0.0132841760701,0.0153407417303,0.0189201905773,0.00644220899642,0.00852670343017,0.00825488621599,0.0097671376286,0.00802119319159,0.00940853389978,0.00969822492971,0.0109665148632,0.00995420404039,0.0104163125941,0.0109329490208,0.013259296183,0.00339107523448,0.00234061774851,0.0165235748232,0.0108432241138,0.00914271707387,0.00941185995769,0.0114015729774,0.0108121621787,0.0143906633988,0.0140644662614,0.00675992431166,0.0114326667498,0.0130473910853,0.0135134830429,0.00517040947253,0.00513394269336,0.00884241861598,0.00771051016661,0.0151789278889,0.0152330343863,0.0191128172739,0.0187574553279,0.011988742058,0.0101709221836,0.0153558981418,0.014097783024,0.0187668229753,0.0156320527153,0.0101691992257,0.00963307839212,0.0128092502075,0.0116837373031,0.0215244208892,0.0193546250556,0.0158644329206,0.0152035586962,0.0168194310461,0.00917918198025,0.0125893857933,0.0110450367981,0.0100562649516,0.00988492427654,0.0252405883208,0.0235082515058,0.0121241141136,0.010114839903,0.00485400135798,0.00596868771917,0.0195453602442,0.0215733884773,0.00776302105511,0.00879815919774,0.0248220518749,0.0206725549054,0.00542993375643,0.00595654086575,0.0114883426371,0.0121805784414
neo-0288-1-4year,1.0,0.0224066096777,0.0240146949061,0.0230764268347,0.0226008921883,0.0091746838407,0.0114183089316,0.0282522781996,0.0263400476687,0.00615767029396,0.0091122786047,0.0105745611385,0.0111087378983,0.0116768358845,0.0104141208877,0.0105077452529,0.0116324321865,0.00966405201865,0.0100604720735,0.0139923537024,0.0135255039582,0.00343646460108,0.00231388392495,0.0168378587374,0.0114391733717,0.00705910398538,0.00804792510781,0.00827507212661,0.00843208378654,0.0187298034388,0.0207065957147,0.00970128553953,0.011118940397,0.0138269557781,0.014431516283,0.00680672638537,0.00513533570049,0.00644412418228,0.0066564082308,0.0125105161401,0.0114143103446,0.0132240952111,0.0173714410932,0.0092988123275,0.00951621054721,0.00865022429331,0.0117785909492,0.0181288883243,0.0166756051238,0.00916907289713,0.00911600296182,0.0111521466158,0.0111006976516,0.0259489944784,0.0229835763432,0.0144764153176,0.0137846066503,0.0133873394979,0.007567022161,0.0101688187047,0.0115049110028,0.0116010407663,0.0125285463933,0.0248421224342,0.0230921857181,0.0111127752507,0.00896766041072,0.00535000741512,0.00504457423738,0.0207466576795,0.0221576936911,0.00580225549709,0.00782208175758,0.0220330267949,0.0243716373499,0.00294958315657,0.00444437843785,0.0105543183817,0.0125411925527
neo-0293-1-4year,1.0,0.0160019297065,0.0209448013585,0.0254944682584,0.0292301067895,0.0131321577631,0.0121137454134,0.0167214091099,0.0216169757447,0.00622495349272,0.00598718823547,0.00938970611947,0.00964010014082,0.00908768214025,0.00984401905756,0.00850645208021,0.0097985539409,0.00965812177084,0.00990015872908,0.0134034467911,0.0170678850861,0.00422050008158,0.00272138200776,0.0188619462623,0.0141879521941,0.00825470671063,0.0106091874974,0.00905899221886,0.010240507445,0.0151577614181,0.0170913183725,0.00751150433434,0.0133175336142,0.0124798793566,0.015366725577,0.0052846124289,0.00456066089277,0.00820837410044,0.00811794338054,0.014834230176,0.0132633137027,0.0196209107142,0.0168701654597,0.00962223040046,0.00930228187534,0.0136107448613,0.0143922249981,0.0195305034824,0.0171773239359,0.0102240501219,0.00911711741709,0.0122598350818,0.0127234931488,0.0222415319392,0.0200538087759,0.0148876217408,0.0167725395543,0.0139310112586,0.0085959683304,0.0115121042014,0.0119515992852,0.00908093636024,0.0108668095876,0.0195697411229,0.0226330189289,0.0108118803358,0.0104356778304,0.00521438929744,0.00583199928017,0.0181839671856,0.0206239681153,0.00720214110932,0.00902134237333,0.0230947869874,0.0206574261193,0.00559604730363,0.00578459404712,0.0106793088472,0.0132020050851
neo-0294-1-4year,1.0,0.0168325287814,0.0214365922177,0.0243927226775,0.0280573820525,0.0126480152754,0.011482914743,0.0182184613336,0.0225808063441,0.0059812818721,0.00611008767225,0.00982518074666,0.00973669168565,0.00980985763847,0.0109255272388,0.0102601739798,0.00916751308066,0.0106705788098,0.010750365774,0.0115678632113,0.0120765306491,0.00367108979185,0.00243872143257,0.0171572605408,0.0135745069909,0.00879342594015,0.0090239147461,0.0102902089202,0.0101117386668,0.0155326401865,0.0165428664037,0.00876338928265,0.0126088455372,0.0124896999574,0.015057222039,0.00503640551751,0.00476263974846,0.0103672142354,0.0101685907636,0.0143348501276,0.014006970984,0.0192665763569,0.017597669404,0.0119079026252,0.0121924120841,0.012115690085,0.0146165023865,0.0204274511869,0.0170008734893,0.00836754346588,0.00892258202203,0.0135304779524,0.0116277407806,0.0216943772418,0.0208687220179,0.0143718975707,0.0135751423058,0.01406186219,0.0083805210602,0.011099727146,0.0108270894901,0.00999586238303,0.00906022728442,0.0216965544831,0.0221111128988,0.0103155511158,0.010628074527,0.00561083663123,0.00621735458076,0.0180226418326,0.0197470049067,0.00884905033389,0.00897321490125,0.0245900652171,0.0194668516475,0.005065446276,0.00666875954271,0.0112416633595,0.0120236896214
neo-0298-1-4year,1.0,0.0195157799784,0.0225046126155,0.0242586812872,0.0247237689292,0.0124744557569,0.0123080211681,0.0181204142329,0.0225540895422,0.00577972445616,0.00748026094387,0.0103539552952,0.0113688030263,0.0112227423148,0.0126453603648,0.00915427008916,0.00872536781941,0.0103429937275,0.0108433396269,0.0140019441186,0.0123602271592,0.00318446438094,0.00225419673379,0.0171975722201,0.0134181683158,0.0070677957976,0.0100125294727,0.00837881323794,0.008485773044,0.014976608729,0.0148789409864,0.00920309176158,0.0113662656586,0.0119570993865,0.0134079334529,0.00465901656126,0.00486968255701,0.00931937499964,0.00826401303552,0.0143261782295,0.0125043238505,0.018662849764,0.0190341715633,0.0116030651471,0.0102684846929,0.0123826103668,0.01236380666,0.0185895292491,0.016126571288,0.00973692708011,0.00795341204761,0.01339882263,0.0116984098739,0.021523517451,0.0217537713675,0.0159260408213,0.0158306978373,0.0130681213684,0.00866310123524,0.01152379332,0.0112533127156,0.0103660896984,0.0121984368595,0.0216514541077,0.0221880638008,0.0108647800351,0.00960581871383,0.00648318175727,0.00712213310783,0.0171963784723,0.0220746560137,0.00704119351919,0.00909433697703,0.0255273842878,0.0207390159994,0.00410044713611,0.00541549195054,0.0134951275832,0.0130043386373
neo-0301-1-4year,1.0,0.0171854283857,0.0200062274624,0.0236701787507,0.0260455712087,0.0131545458968,0.0117323848548,0.0160417101223,0.0182613148157,0.00557929986313,0.00705472242465,0.00887645073804,0.00927078652242,0.00984742405693,0.0103402207852,0.0090471622534,0.00993560108079,0.00923327551544,0.00959423410172,0.0128036797208,0.0142815171741,0.00354152203785,0.00223660546898,0.0161113465073,0.0116904753506,0.00813561302103,0.00902851418222,0.00803432614001,0.00883431391328,0.0147040562782,0.0153744884571,0.00677693825283,0.0128081389406,0.013669509494,0.0153413806183,0.00518844395175,0.00661612919491,0.0092231519654,0.00955705629063,0.0149823589278,0.0141135008087,0.0184989613381,0.0197397579381,0.0104769323064,0.0110912614587,0.0128207661308,0.0136374090279,0.0190982110407,0.0168783494439,0.0101370709368,0.00862640278897,0.0134970307948,0.0118264301746,0.0220474477929,0.0225305195606,0.0168164232742,0.0157521800167,0.0140335555918,0.00827592430347,0.0126955436401,0.0137346975581,0.00965822795437,0.0102308033015,0.0210432934567,0.0213100058715,0.0115701963036,0.0113809098956,0.00514238506878,0.0053722777802,0.0181844026156,0.0221865072553,0.00830382089621,0.00859747702574,0.0273629686108,0.0231856013735,0.00583299584015,0.00690370216388,0.0115184294947,0.012071514439
neo-0302-1-4year,1.0,0.0193562088102,0.0218919466311,0.0246218245212,0.0279026770032,0.0117419881145,0.012605664263,0.0202317412669,0.0199608215129,0.00620983276806,0.00766399071188,0.00932519141254,0.0112400450118,0.00872102054993,0.0102142741638,0.00957027229437,0.0104620284174,0.0107223791013,0.0117459981722,0.0122415322009,0.0142528935653,0.00292484262111,0.00269855031118,0.0154660907462,0.0115076964253,0.00800932622663,0.00967498999073,0.00896407247654,0.00911188313991,0.0152980001013,0.016325932297,0.00904770467056,0.0108395496698,0.0126219613034,0.0159208638304,0.0043489426781,0.00418653534086,0.00961114011004,0.00721125615351,0.0146381892892,0.0119880021243,0.0224180744971,0.0175511883627,0.00948219139273,0.00807386040118,0.0136554061322,0.01288957922,0.0190435024682,0.017079427564,0.0105461933717,0.0105767600924,0.0129501495945,0.0133759047908,0.0219691203034,0.0259008526853,0.016075793383,0.0173595653465,0.0140184742689,0.00763094681549,0.00994308483939,0.0136597064964,0.00818096754321,0.0104687469389,0.0183158237423,0.0182122401553,0.0112503461067,0.00914147845047,0.00496325991188,0.00832276631021,0.0182743338413,0.0209526679745,0.00823635706349,0.00805710716485,0.0261396776219,0.0209908097804,0.00359752262399,0.00509795893071,0.010095143229,0.0144251505868
neo-0305-1-4year,1.0,0.0184693806157,0.0202071274274,0.0303782615501,0.0276039043631,0.0126681980862,0.014531936702,0.0171985698287,0.0200598633689,0.00623397870584,0.00652449177642,0.0087831729219,0.010478540991,0.0100061633751,0.0124963974562,0.00780535532143,0.0112870014176,0.00892776878362,0.0100539454552,0.0142745306294,0.0126753419678,0.00407104342572,0.00259789757317,0.0197410266089,0.0147964515903,0.00861558020075,0.00881479758836,0.00974293954974,0.00910693962972,0.0141978940895,0.0158381082685,0.00836803402367,0.0143279567267,0.0137994545326,0.0141805412472,0.00494547398089,0.0043368286562,0.00931780846191,0.00967125527225,0.0138642579228,0.0139618367787,0.0157029355724,0.0169830707029,0.0112602062829,0.00903671536909,0.0130738070272,0.0131616152464,0.0185728377928,0.0179744046166,0.00906270239404,0.00811453301801,0.0129107792496,0.0113656813436,0.0212905890425,0.0189703720118,0.0131812266518,0.0180585261338,0.0164025657686,0.0101123843832,0.0110714975101,0.0115463185822,0.00935812787942,0.0112433395816,0.019811142484,0.0206463311013,0.0125686332248,0.0101649322389,0.00627436984907,0.00571782449276,0.0170512611409,0.0204094768381,0.00835329359146,0.00947471086311,0.0240861738546,0.0194966012975,0.00428076624031,0.00496894582396,0.0100153283281,0.0132659155991
neo-0307-1-4year,1.0,0.01830162048,0.0190603126734,0.0240142086838,0.0241860758782,0.0121239772619,0.0135152562981,0.0158136283676,0.0194537740252,0.0074386540032,0.00670431264223,0.0100354970265,0.0101571008749,0.0106375242866,0.0108432057526,0.00936917186006,0.00908190956753,0.00900564510206,0.0102529789153,0.0120547712151,0.014118843657,0.00318368859157,0.00206126078313,0.016006955623,0.0112921724456,0.0080117624742,0.00969153321145,0.00861824693348,0.00994967260456,0.0135768295693,0.0150148625203,0.00594090059612,0.0107799473847,0.0124746656408,0.0130723148142,0.00580460238898,0.00452210148007,0.00993506052285,0.00831804816233,0.0142253512551,0.0153917830273,0.0177712992222,0.0171808366297,0.0097314866143,0.0104431812264,0.0126371421795,0.0148153882223,0.0242181496745,0.015820868745,0.0106374151113,0.00946990740899,0.0131364529133,0.0107734047797,0.0225912878057,0.0214201314341,0.0147522627635,0.0174235870562,0.0138269073971,0.0101194876203,0.0110071379616,0.0137736425223,0.00990011810676,0.0108222852388,0.0237614473596,0.0220718619236,0.010621244513,0.0106263045496,0.00671193275978,0.00542150794126,0.0194986656313,0.021667112798,0.00925209641206,0.0106515018859,0.0274049284009,0.0217585906003,0.00548734695937,0.00671559725152,0.0103889575079,0.0116482942721
