PreCG.L,PreCG.R,SFGdor.L,SFGdor.R,ORBsup.L,ORBsup.R,MFG.L,MFG.R,ORBmid.L,ORBmid.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,ORBinf.L,ORBinf.R,ROL.L,ROL.R,SMA.L,SMA.R,OLF.L,OLF.R,SFGmed.L,SFGmed.R,ORBsupmed.L,ORBsupmed.R,REC.L,REC.R,INS.L,INS.R,ACG.L,ACG.R,DCG.L,DCG.R,PCG.L,PCG.R,PHG.L,PHG.R,CAL.L,CAL.R,CUN.L,CUN.R,LING.L,LING.R,SOG.L,SOG.R,MOG.L,MOG.R,IOG.L,IOG.R,FFG.L,FFG.R,PoCG.L,PoCG.R,SPG.L,SPG.R,IPL.L,IPL.R,SMG.L,SMG.R,ANG.L,ANG.R,PCUN.L,PCUN.R,PCL.L,PCL.R,HES.L,HES.R,STG.L,STG.R,TPOsup.L,TPOsup.R,MTG.L,MTG.R,TPOmid.L,TPOmid.R,ITG.L,ITG.R
0.001692076346598,1.0683662740962E-06,0.000228487394241,1.61064309503897E-06,1.10613679893798E-07,5.39578926311212E-09,0.000952443137567,5.66557872626772E-07,1.88852624208924E-08,0,0,2.02342097366704E-07,0.002864171273488,1.42988415472471E-07,2.15291991598173E-06,0,0.002612144748587,2.69789463155606E-09,3.12281303602614E-05,2.2473462280862E-06,5.50370504837436E-07,1.34894731577803E-08,4.50548403469862E-07,1.07915785262242E-07,3.77705248417848E-08,2.69789463155606E-09,1.42988415472471E-07,2.69789463155606E-09,0.002514162611358,2.96768409471166E-08,0,8.09368389466817E-09,5.39578926311212E-09,0,0,0,5.39578926311212E-09,2.69789463155606E-09,1.38671784061981E-06,0,3.23747355786727E-08,8.09368389466817E-09,5.93536818942333E-08,8.09368389466817E-09,2.21227359787597E-07,1.88852624208924E-08,1.41639468156693E-06,1.88852624208924E-08,1.10613679893798E-07,5.39578926311212E-09,5.39578926311211E-08,0,1.39750941914604E-05,4.50548403469862E-07,1.03599153851753E-06,5.39578926311211E-08,6.99564077962486E-06,1.61873677893363E-08,4.53785877027729E-06,7.82389443151257E-08,3.58280407070644E-06,7.55410496835696E-08,8.36347335782378E-08,1.61873677893363E-08,5.80047345784552E-07,5.39578926311212E-09,1.17088627009533E-06,0,4.60530613606619E-06,0,1.97890571224637E-05,0,2.34716832945377E-07,1.61873677893363E-08,6.66379973994346E-07,2.69789463155606E-09,3.23747355786727E-08,2.69789463155606E-09
1.64031993598608E-06,0.002374411669443,2.35256411871688E-06,4.69055960642336E-05,8.09368389466817E-09,2.37414727576933E-07,5.23391558521875E-07,0.001101666387534,0,8.09368389466817E-09,2.02342097366704E-07,0,2.26623149050709E-07,0.003106698511392,0,4.53704940188782E-05,2.15831570524485E-08,0.002505815325368,2.28241885829642E-06,1.39939794538813E-05,2.18529465156041E-07,6.34005238415674E-07,1.29498942314691E-06,1.9586715025097E-05,2.69789463155606E-09,2.69789463155606E-09,2.69789463155606E-09,4.31663141048969E-08,4.04684194733409E-08,0.002204679024488,6.74473657889014E-08,2.69789463155606E-09,3.23747355786727E-08,2.69789463155606E-09,0,0,0,6.47494711573454E-08,1.34894731577803E-08,4.04684194733409E-08,8.09368389466817E-09,8.36347335782378E-08,5.39578926311212E-09,6.74473657889014E-08,1.88852624208924E-08,2.72487357787162E-07,1.88852624208924E-08,1.24103153051579E-07,0,1.07915785262242E-08,0,3.23747355786727E-08,2.18529465156041E-07,1.36783257819892E-06,1.07915785262242E-08,2.69789463155606E-07,1.34894731577803E-08,6.60984184731234E-07,2.15831570524485E-08,1.6171180421547E-05,4.04684194733409E-08,1.0009189083073E-06,0,2.69789463155606E-09,2.69789463155606E-07,8.09368389466817E-09,2.69789463155606E-09,5.12599979995651E-08,0,5.35019484383882E-05,0,4.73237697321248E-05,5.39578926311212E-09,4.80225244416978E-07,5.39578926311212E-09,2.42810516840045E-08,0,5.12599979995651E-08
0.000174132911099,2.64393673892494E-07,5.30325147724974E-05,1.78573645662695E-05,3.66913669891624E-07,3.23747355786727E-08,0.004220089948994,3.80942721975715E-06,0.000225881228027,0,0.002864171273488,2.26623149050709E-07,0,5.4767261020588E-07,0.00208520276073,0,4.4515261420675E-07,0,4.94524085964225E-06,5.2797797939552E-06,6.79869447152126E-07,3.23747355786727E-08,4.39756824943637E-07,2.16640938913951E-06,1.94248413472036E-07,2.69789463155606E-09,3.77705248417848E-07,5.39578926311212E-09,0.001821227260505,3.23747355786727E-08,2.42810516840045E-08,8.09368389466817E-09,2.69789463155606E-09,2.69789463155606E-09,0,0,8.63326282097938E-08,5.39578926311212E-09,6.60444605804923E-06,8.09368389466817E-09,8.63326282097938E-08,1.34894731577803E-08,3.04862093365834E-07,0,1.03599153851753E-06,2.69789463155606E-09,5.24200926911342E-06,5.39578926311212E-09,2.75185252418718E-07,0,2.61695779260938E-07,2.69789463155606E-09,2.32558517240132E-06,8.63326282097938E-08,1.21135468956867E-06,1.21405258420023E-07,1.45686310104027E-06,1.61873677893363E-08,4.91016822943202E-07,2.15831570524485E-08,1.94787992398347E-06,2.42810516840045E-08,7.82389443151257E-08,7.55410496835696E-08,1.01980417072819E-06,5.39578926311212E-09,2.40112622208489E-07,0,1.6699967769332E-06,0,2.30076454179101E-05,2.69789463155606E-09,7.87785232414369E-07,2.69789463155606E-09,4.62688929311864E-06,5.39578926311212E-09,1.07915785262242E-07,0
4.91016822943202E-07,2.61102242441995E-05,3.61517880628512E-06,5.21125327031368E-05,5.39578926311212E-09,2.58997884629382E-07,1.15469890230599E-06,0.004225129616166,0,2.05660507763518E-05,1.42988415472471E-07,0.003106698511392,5.4767261020588E-07,0,0,0.002266037242094,5.39578926311212E-09,9.98221013675741E-08,1.0009189083073E-06,1.45416520640872E-06,1.75363151051144E-07,3.6961156452318E-07,3.06211040681612E-06,5.04506296100983E-06,2.69789463155606E-09,0,5.39578926311212E-09,5.39578926311211E-08,3.23747355786727E-08,0.001876213050991,9.4426312104462E-08,1.07915785262242E-08,2.69789463155606E-08,8.09368389466817E-09,0,0,5.39578926311212E-09,6.66379973994346E-07,5.66557872626772E-08,8.12066284098373E-07,2.69789463155606E-09,6.93358920309907E-07,5.39578926311212E-09,2.64663463355649E-06,5.39578926311212E-09,2.23925254419153E-06,8.09368389466817E-09,8.20159967993041E-07,0,9.98221013675741E-08,0,7.95878916309037E-07,9.98221013675741E-08,8.47138914308602E-07,1.61873677893363E-08,1.59175783261807E-07,1.88852624208924E-08,6.47494711573454E-08,2.42810516840045E-08,4.55944192732974E-07,2.42810516840045E-08,1.80758940314256E-07,1.07915785262242E-08,8.09368389466817E-09,1.10613679893798E-07,1.88852624208924E-08,0,1.07915785262242E-08,2.69789463155606E-09,1.13311574525354E-07,0,2.69789463155606E-07,0,8.36347335782378E-08,2.69789463155606E-09,1.48384204735583E-07,0,2.72487357787162E-07
5.7465155652144E-07,8.09368389466817E-09,1.77737298326913E-05,1.48384204735583E-07,0.002918698421887,7.43269970993694E-06,0.000219274084074,2.69789463155606E-09,0.002327921549152,1.34894731577803E-08,2.15291991598173E-06,0,0.00208520276073,0,0,3.72309459154736E-07,5.53068399468992E-07,0,7.01452604204575E-08,8.09368389466817E-09,3.63892027904281E-05,9.98221013675741E-08,2.88674725576498E-07,3.50726302102288E-08,2.18799254619196E-06,1.05217890630686E-07,0.000229714936298,1.21135468956867E-06,0.00317009094155,5.87331661289754E-06,1.37862415672515E-06,2.02342097366704E-07,0,2.69789463155606E-09,2.69789463155606E-09,2.69789463155606E-09,3.40474302502374E-06,3.9659051083874E-07,1.80947792938465E-05,3.23747355786727E-08,1.58905993798652E-06,2.07737886629816E-07,3.73388617007358E-06,2.15831570524485E-08,2.29051254219109E-06,5.39578926311211E-08,9.84731540517961E-06,3.77705248417848E-08,8.01274705572149E-07,2.69789463155606E-09,1.55668520240785E-06,1.61873677893363E-08,2.10435781261372E-07,5.39578926311212E-09,6.5019260620501E-07,6.82567341783683E-07,4.39756824943637E-07,0,1.40560310304071E-06,2.69789463155606E-09,8.36347335782378E-07,7.01452604204575E-08,1.18707363788467E-07,3.39934723576063E-07,9.03794701571279E-07,0,5.77349451152996E-07,0,1.70776730177498E-06,0,0.000427554247525,1.64031993598608E-06,1.72125677493276E-06,0,5.35424168578615E-05,3.99288405470296E-07,3.80403143049404E-07,5.39578926311212E-09
2.69789463155606E-09,4.31663141048969E-08,2.75185252418718E-07,7.31938813541158E-05,2.98656935713256E-06,0.003426852271529,4.5864208736453E-08,0.000253993290088,0,0.003196581568937,0,4.53704940188782E-05,0,0.002266037242094,3.72309459154736E-07,0,0,2.69789463155606E-08,2.69789463155606E-09,5.39578926311212E-09,2.36335569724311E-06,3.58361343909591E-05,6.47494711573454E-08,7.01452604204575E-08,1.3813220513567E-06,3.99288405470296E-07,1.05460701147526E-05,0.000223965722839,3.50726302102288E-08,0.003271380697597,2.09896202335061E-06,1.91280729377324E-06,0,0,0,0,0,1.70992561748023E-05,8.09368389466817E-09,1.10074100967487E-06,1.07915785262242E-08,3.10257882628947E-07,0,5.66288083163616E-06,0,1.18167784862155E-06,0,1.39211362988293E-06,0,4.07382089364965E-07,0,3.42093039281308E-06,2.69789463155606E-09,1.88852624208924E-08,5.39578926311212E-09,1.61873677893363E-08,0,1.07915785262242E-08,0,1.61873677893363E-08,0,1.61873677893363E-08,2.69789463155606E-09,5.39578926311212E-09,2.15831570524485E-08,0,0,1.07915785262242E-08,0,2.74106094566095E-06,2.69789463155606E-09,0.000520445457584,0,3.61517880628512E-07,5.39578926311212E-09,7.30508929386434E-05,0,1.96406729177281E-06
0.000370447911859,2.07737886629816E-07,3.41688355086575E-05,1.75363151051144E-07,3.58819985996956E-07,0,4.00097773859763E-06,5.12599979995651E-08,8.09368389466817E-09,0,0.002612144748587,2.15831570524485E-08,4.4515261420675E-07,5.39578926311212E-09,5.53068399468992E-07,0,0,0,1.00955217112828E-05,1.29498942314691E-07,3.8310103768096E-07,5.39578926311212E-09,1.88852624208924E-08,0,8.09368389466817E-08,0,2.53602095366269E-07,0,0.002533050571673,2.69789463155606E-09,0,0,0,0,0,0,0,0,2.96768409471166E-08,0,0,0,2.69789463155606E-09,2.69789463155606E-09,2.69789463155606E-09,5.39578926311212E-09,1.19246942714778E-06,2.69789463155606E-09,1.59175783261807E-07,0,1.61873677893363E-08,2.69789463155606E-09,0.003032425472185,1.42988415472471E-07,2.61695779260938E-07,0,3.91437532092468E-05,5.39578926311212E-09,0.001052678016814,8.09368389466817E-09,5.21772821742941E-06,1.61873677893363E-08,1.34894731577803E-08,0,4.8562103368009E-08,0,0.000263047424471,0,0.000294658655869,0,3.33729565923484E-05,0,2.61695779260938E-07,0,2.69789463155606E-08,0,4.5864208736453E-08,0
9.1728417472906E-08,0.000788993889209,5.12599979995651E-08,1.96946308103592E-07,0,6.20515765257893E-08,2.69789463155606E-09,5.36881031679655E-07,0,2.69789463155606E-09,2.69789463155606E-09,0.002505815325368,0,9.98221013675741E-08,0,2.69789463155606E-08,0,0,2.15831570524485E-08,5.39578926311212E-09,5.39578926311212E-09,2.07737886629816E-07,0,2.69789463155606E-09,0,0,0,8.09368389466817E-09,0,0.002745026850769,0,0,0,0,0,0,0,2.69789463155606E-09,0,0,0,2.69789463155606E-09,0,1.34894731577803E-08,0,3.50726302102288E-08,0,4.04684194733409E-08,0,2.69789463155606E-09,0,2.69789463155606E-09,5.39578926311212E-09,0.002433163720835,0,1.07915785262242E-08,0,3.08099566923702E-06,0,0.001077536417949,2.69789463155606E-09,5.6116208336366E-07,2.69789463155606E-09,0,5.39578926311212E-09,0,0,0.000214350426372,0,0.000235383212919,0,1.35137542094643E-05,0,1.24372942514734E-06,0,8.09368389466817E-09,0,1.88852624208924E-07
2.90806062335427E-05,4.77257560322267E-06,0.002068527074012,0.000249541763946,1.0251999599913E-06,2.99466304102722E-07,2.32720390918025E-05,6.1026376565798E-06,1.34894731577803E-08,5.39578926311212E-09,3.12281303602614E-05,2.28241885829642E-06,4.94524085964225E-06,1.0009189083073E-06,7.01452604204575E-08,2.69789463155606E-09,1.00955217112828E-05,2.15831570524485E-08,0,0.000938306169698,8.84909439150387E-07,5.44974715574324E-07,0.002276915153248,2.18124780961307E-05,2.9407051483961E-07,2.69789463155606E-09,4.88318928311646E-07,5.93536818942333E-08,1.70237151251187E-05,2.75185252418718E-07,0.000196476874438,1.76010645762717E-05,0.002996154976758,2.17828012551836E-05,5.21503032279786E-06,6.20515765257893E-08,2.69789463155606E-09,2.69789463155606E-08,4.8562103368009E-08,1.07915785262242E-08,1.07915785262242E-08,4.8562103368009E-08,5.39578926311212E-09,1.34894731577803E-08,3.23747355786727E-08,1.13311574525354E-07,2.69789463155606E-08,4.5864208736453E-08,2.69789463155606E-09,0,5.39578926311212E-09,1.07915785262242E-08,1.29498942314691E-06,1.2707083714629E-06,5.7465155652144E-07,1.94248413472036E-07,2.56299989997825E-07,4.04684194733409E-08,4.04684194733409E-08,1.86154729577368E-07,2.07737886629816E-07,1.40290520840915E-07,4.66735771259198E-06,4.47850508838306E-07,0.002139263173357,7.31129445151692E-07,2.96768409471166E-08,8.09368389466817E-09,3.23747355786727E-08,2.69789463155606E-08,1.9155051884048E-07,1.88852624208924E-08,1.61873677893363E-08,2.42810516840045E-08,3.77705248417848E-08,1.61873677893363E-08,5.39578926311212E-09,8.09368389466817E-09
5.60622504437349E-06,3.47542786437051E-05,0.000222387454479,0.004077689674551,3.64215775260068E-07,4.91016822943202E-07,1.48114415272428E-05,4.70944486884425E-05,2.69789463155606E-09,1.07915785262242E-08,2.2473462280862E-06,1.39939794538813E-05,5.2797797939552E-06,1.45416520640872E-06,8.09368389466817E-09,5.39578926311212E-09,1.29498942314691E-07,5.39578926311212E-09,0.000938306169698,0,2.61695779260938E-07,4.60530613606619E-06,7.29726539943282E-05,0.001785806601887,2.6709156852405E-07,0,4.5864208736453E-08,1.56747678093407E-06,2.25274201734931E-06,1.89931782061546E-06,3.91896174179833E-05,3.80322206210457E-05,0.000111862805108,0.00393213286339,5.12599979995651E-08,6.55588395468122E-07,2.69789463155606E-09,5.42276820942768E-07,3.77705248417848E-08,2.69789463155606E-08,5.39578926311212E-09,5.66557872626772E-08,2.69789463155606E-09,3.77705248417848E-08,2.69789463155606E-09,1.53779993998695E-07,1.88852624208924E-08,8.36347335782378E-08,0,0,2.69789463155606E-09,5.39578926311211E-08,5.80047345784552E-07,1.68888203935409E-06,1.12771995599043E-06,9.33471542518396E-07,2.69789463155606E-08,4.31663141048969E-08,2.15831570524485E-08,9.4426312104462E-08,2.96768409471166E-08,2.18529465156041E-07,1.95057781861503E-06,9.42104805339375E-06,0.000401179629607,0.002216023671414,0,2.69789463155606E-09,5.39578926311212E-09,2.69789463155606E-08,2.96768409471166E-08,5.88141029679221E-07,1.07915785262242E-08,3.23747355786727E-08,1.61873677893363E-08,4.31663141048969E-07,0,4.31663141048969E-08
1.37322836746203E-05,8.30951546519266E-07,4.31393351585814E-06,1.06566837946464E-06,0.000431239571592,1.62602109443884E-05,1.06297048483309E-06,5.6116208336366E-07,3.23747355786727E-08,1.88852624208924E-08,5.50370504837436E-07,2.18529465156041E-07,6.79869447152126E-07,1.75363151051144E-07,3.63892027904281E-05,2.36335569724311E-06,3.8310103768096E-07,5.39578926311212E-09,8.84909439150387E-07,2.61695779260938E-07,0,4.80360139148556E-05,1.48384204735583E-07,2.96768409471166E-07,0.000372940766499,2.63287537093556E-05,0.002223251331132,8.47138914308602E-06,2.5171356912418E-06,1.50488562548197E-05,0.00060450376062,6.60174816341767E-06,3.50726302102288E-08,5.39578926311212E-09,5.39578926311212E-09,2.69789463155606E-09,4.45422403669905E-06,2.23925254419153E-07,3.28306797714057E-05,4.5864208736453E-08,3.1862135598677E-06,3.99288405470296E-07,1.0683662740962E-06,6.20515765257893E-08,8.93812491434522E-06,2.53602095366269E-07,8.20159967993041E-06,2.96768409471166E-08,1.26801047683135E-07,8.09368389466817E-09,7.98576810940593E-07,2.15831570524485E-08,6.51271764057632E-06,3.45330512839175E-07,1.26747089790504E-05,6.87963131046795E-07,2.382240959664E-06,2.15831570524485E-08,1.97485887029903E-06,6.47494711573454E-08,4.06842510438653E-06,1.0251999599913E-07,4.22220509838523E-06,4.91016822943202E-07,1.70965582801707E-05,1.24103153051579E-07,4.8562103368009E-07,0,1.85075571724746E-06,1.34894731577803E-08,0.000114908728147,6.65300816141724E-06,9.11888385465947E-07,1.61873677893363E-08,1.85723066436319E-05,2.89484093965965E-06,2.96768409471166E-07,1.61873677893363E-08
4.07382089364965E-07,2.06173107743514E-05,1.17897995399E-06,1.50623457279775E-05,1.10074100967487E-06,0.00038237800192,1.21405258420023E-07,2.12054518040306E-06,0,7.01452604204575E-08,1.34894731577803E-08,6.34005238415674E-07,3.23747355786727E-08,3.6961156452318E-07,9.98221013675741E-08,3.58361343909591E-05,5.39578926311212E-09,2.07737886629816E-07,5.44974715574324E-07,4.60530613606619E-06,4.80360139148556E-05,0,1.99644202735148E-07,1.93978624008881E-06,2.50904200734713E-06,0.00031460419088,9.84461751054805E-06,0.001670838520058,3.50726302102288E-08,3.75843701122074E-05,3.76086511638914E-06,0.00026096734771,2.15831570524485E-08,2.69789463155606E-09,0,0,4.5864208736453E-08,1.61630867376523E-05,1.24103153051579E-07,1.0635100637594E-05,1.45686310104027E-07,1.65461877753333E-05,5.39578926311212E-09,4.31393351585814E-06,3.23747355786727E-08,2.67550210611414E-05,1.88852624208924E-08,7.31669024078003E-06,0,2.37414727576933E-07,5.39578926311212E-09,2.85976830944942E-07,1.53779993998695E-07,1.28770510764171E-05,3.15653671892059E-07,1.9586715025097E-06,1.61873677893363E-08,8.93003123045055E-07,1.34894731577803E-08,5.39309136848056E-06,2.96768409471166E-08,2.00453571124615E-06,4.20871562522745E-07,2.13133675892929E-07,2.37144938113777E-06,2.88674725576498E-06,0,1.26801047683135E-07,2.69789463155606E-09,9.3077364788684E-07,4.04684194733409E-08,5.0197027514732E-05,2.69789463155606E-09,1.12232416672732E-06,2.69789463155606E-09,8.81402176129364E-06,0,2.77883147050274E-07
1.07915785262242E-07,8.63326282097938E-08,0.003703734499671,0.000748258378167,0.000248915852391,0.000231924512002,2.49501295526304E-05,1.09345669416967E-05,7.33827339783248E-07,3.6961156452318E-07,4.50548403469862E-07,1.29498942314691E-06,4.39756824943637E-07,3.06211040681612E-06,2.88674725576498E-07,6.47494711573454E-08,1.88852624208924E-08,0,0.002276915153248,7.29726539943282E-05,1.48384204735583E-07,1.99644202735148E-07,0,0.001100495501263,0.00189613970074,1.72962024829059E-05,2.02342097366704E-07,1.58096625409185E-06,1.00901259220197E-06,4.61339981996086E-07,0.004158556368238,0.000400461989635,0.000692851716119,0.000129703982307,1.49058678393472E-05,2.10435781261372E-07,9.1728417472906E-08,2.69789463155606E-08,2.48206306103157E-07,1.88852624208924E-08,5.39578926311212E-09,8.09368389466817E-09,1.34894731577803E-08,5.12599979995651E-08,6.47494711573454E-08,5.12599979995651E-08,2.15831570524485E-07,1.88852624208924E-08,8.09368389466817E-09,0,1.88852624208924E-08,2.15831570524485E-08,4.5864208736453E-08,7.28431550520136E-08,8.09368389466817E-08,1.0251999599913E-07,9.71242067360181E-08,5.39578926311212E-09,5.12599979995651E-08,8.09368389466817E-09,2.48206306103157E-07,3.50726302102288E-08,5.88410819142376E-06,4.42454719575193E-07,1.04408522241219E-06,3.23747355786727E-08,2.42810516840045E-08,0,6.20515765257893E-08,0,4.23569457154301E-07,2.15831570524485E-08,2.42810516840045E-08,1.61873677893363E-08,1.40290520840915E-07,9.1728417472906E-08,1.07915785262242E-08,1.88852624208924E-08
2.02342097366704E-07,3.23747355786727E-07,0.00031028755947,0.004398828166229,1.40344478733546E-05,6.34544817341985E-06,2.78503662815532E-05,8.22749946839335E-05,3.77705248417848E-08,2.69789463155606E-09,1.07915785262242E-07,1.9586715025097E-05,2.16640938913951E-06,5.04506296100983E-06,3.50726302102288E-08,7.01452604204575E-08,0,2.69789463155606E-09,2.18124780961307E-05,0.001785806601887,2.96768409471166E-07,1.93978624008881E-06,0.001100495501263,0,8.23397441550909E-05,0.001595432365106,1.37053047283048E-06,4.37328719775237E-06,9.71242067360181E-08,1.86694308503679E-06,0.000224804768069,0.003024922627215,1.804891508511E-06,0.001006913630179,2.42810516840045E-08,3.91194721575628E-07,0,1.0251999599913E-07,2.15831570524485E-08,4.5864208736453E-08,2.69789463155606E-09,5.39578926311211E-08,0,1.24103153051579E-07,5.39578926311212E-09,7.55410496835696E-08,2.42810516840045E-08,3.23747355786727E-08,2.69789463155606E-09,0,0,4.5864208736453E-08,3.50726302102288E-08,2.10435781261372E-07,4.04684194733409E-08,2.29321043682265E-07,1.07915785262242E-08,2.15831570524485E-08,5.39578926311212E-09,5.12599979995651E-08,8.09368389466817E-09,8.36347335782378E-08,1.07915785262242E-08,8.03972600203705E-07,5.55766294100548E-07,2.15831570524485E-08,0,0,2.69789463155606E-09,5.39578926311212E-09,3.50726302102288E-08,4.31663141048969E-08,0,0,1.61873677893363E-08,2.42810516840045E-08,0,2.42810516840045E-08
8.36347335782378E-08,2.15831570524485E-08,1.34166300027283E-05,5.48023336507982E-05,0.001010307581625,0.000254082320611,1.29498942314691E-07,2.69789463155606E-09,4.8562103368009E-08,6.20515765257893E-08,3.77705248417848E-08,2.69789463155606E-09,1.94248413472036E-07,2.69789463155606E-09,2.18799254619196E-06,1.3813220513567E-06,8.09368389466817E-08,0,2.9407051483961E-07,2.6709156852405E-07,0.000372940766499,2.50904200734713E-06,0.00189613970074,8.23397441550909E-05,0,0.000124942198282,0.002091200180496,0.000119071579564,6.4587597479452E-06,5.41467452553301E-06,0.001750669222206,0.000116559839662,1.62952835745986E-06,4.37058930312081E-07,8.09368389466817E-08,1.07915785262242E-08,1.36243678893581E-06,7.55410496835696E-08,8.40124388266556E-06,0,9.52356804939288E-07,3.50726302102288E-08,1.87503676893146E-06,2.69789463155606E-09,1.31657258019936E-06,1.07915785262242E-08,4.92095980795825E-06,2.69789463155606E-09,2.77883147050274E-07,0,9.19982069360615E-07,2.69789463155606E-09,4.31663141048969E-08,5.39578926311212E-09,1.07915785262242E-07,1.29498942314691E-07,1.75363151051144E-07,0,2.29321043682265E-07,0,4.4515261420675E-07,5.39578926311212E-09,6.74473657889014E-08,7.28431550520136E-08,4.31663141048969E-07,5.39578926311212E-09,1.75363151051144E-07,0,1.56208099167096E-06,0,1.51567720400819E-05,1.74553782661677E-06,6.93358920309907E-07,2.69789463155606E-09,2.2284609656653E-06,6.44796816941898E-07,1.780610456827E-07,0
0,2.69789463155606E-09,1.93358108243623E-05,0.000226776929045,2.15939486309747E-05,0.001021951694855,8.09368389466817E-09,2.69789463155606E-09,2.69789463155606E-08,5.39578926311212E-09,2.69789463155606E-09,2.69789463155606E-09,2.69789463155606E-09,0,1.05217890630686E-07,3.99288405470296E-07,0,0,2.69789463155606E-09,0,2.63287537093556E-05,0.00031460419088,1.72962024829059E-05,0.001595432365106,0.000124942198282,0,5.31053579275494E-05,0.003517533905885,1.75363151051144E-07,4.5864208736453E-07,1.66837804015427E-05,0.002491988615381,0,1.88852624208924E-08,0,8.09368389466817E-09,2.69789463155606E-09,1.07915785262242E-08,2.69789463155606E-09,2.69789463155606E-09,0,0,0,5.39578926311212E-09,2.69789463155606E-09,2.69789463155606E-09,2.69789463155606E-09,0,0,0,0,5.39578926311212E-09,0,5.39578926311212E-09,0,1.34894731577803E-08,0,2.69789463155606E-09,0,0,0,8.09368389466817E-09,0,2.69789463155606E-09,5.39578926311212E-09,0,0,0,0,2.69789463155606E-09,1.07915785262242E-08,6.47494711573454E-08,2.69789463155606E-09,2.69789463155606E-09,8.09368389466817E-09,5.66557872626772E-08,0,2.69789463155606E-09
9.12158174929103E-06,1.0251999599913E-07,3.17272408670992E-06,4.5864208736453E-07,0.003580019843447,9.38462647586774E-05,4.5864208736453E-07,2.69789463155606E-08,2.96768409471166E-08,2.69789463155606E-08,1.42988415472471E-07,2.69789463155606E-09,3.77705248417848E-07,5.39578926311212E-09,0.000229714936298,1.05460701147526E-05,2.53602095366269E-07,0,4.88318928311646E-07,4.5864208736453E-08,0.002223251331132,9.84461751054805E-06,2.02342097366704E-07,1.37053047283048E-06,0.002091200180496,5.31053579275494E-05,0,0.000158361019083,3.69287817167393E-05,3.75007353786292E-05,4.84056254793788E-05,2.79933546970256E-05,2.15831570524485E-08,5.39578926311212E-09,0,0,7.34636708172714E-06,1.80758940314256E-07,6.25371975594694E-06,3.23747355786727E-08,9.63148383465512E-07,1.07915785262242E-07,1.14660521841132E-06,2.69789463155606E-08,1.01710627609663E-06,2.15831570524485E-08,1.77521466756389E-06,1.88852624208924E-08,1.53779993998695E-07,2.69789463155606E-09,5.80047345784552E-07,2.15831570524485E-08,6.52350921910255E-06,7.28431550520136E-08,2.31371443602247E-05,3.21049461155171E-07,1.45416520640872E-06,5.39578926311212E-09,8.14764178729929E-07,5.39578926311212E-09,3.585501965338E-06,4.04684194733409E-08,9.96602276896808E-06,2.61695779260938E-07,3.01894409271123E-05,1.34894731577803E-08,3.91194721575628E-07,0,6.12422081363225E-07,2.69789463155606E-09,0.000135070094729,2.15696675792907E-05,3.6961156452318E-07,2.96768409471166E-08,2.6903405265877E-05,5.38769557921745E-06,1.37592626209359E-07,8.09368389466817E-09
5.93536818942333E-08,2.07198307703505E-06,4.03335247417631E-06,5.44704926111168E-06,4.28182856974262E-05,0.003779944627224,3.50726302102288E-08,1.56477888630251E-07,0,5.93536818942332E-07,2.69789463155606E-09,4.31663141048969E-08,5.39578926311212E-09,5.39578926311211E-08,1.21135468956867E-06,0.000223965722839,0,8.09368389466817E-09,5.93536818942333E-08,1.56747678093407E-06,8.47138914308602E-06,0.001670838520058,1.58096625409185E-06,4.37328719775237E-06,0.000119071579564,0.003517533905885,0.000158361019083,0,5.34183137048099E-07,7.00481362137215E-05,1.19732563748458E-05,6.62387089939643E-05,5.39578926311212E-09,8.09368389466817E-09,0,0,1.88852624208924E-08,6.47710543143978E-05,1.88852624208924E-08,1.37322836746203E-06,1.88852624208924E-08,2.61965568724093E-06,0,1.03599153851753E-06,2.69789463155606E-09,3.55042933512777E-06,2.69789463155606E-09,6.66379973994346E-07,0,7.01452604204575E-08,0,1.31657258019936E-06,4.31663141048969E-08,5.82745240416108E-07,8.09368389466817E-08,4.04684194733409E-07,5.39578926311212E-09,6.20515765257893E-08,0,8.36347335782378E-08,0,2.02342097366704E-07,1.32196836946247E-07,5.39578926311211E-08,7.31129445151692E-07,9.60450488833956E-07,0,5.39578926311212E-09,5.39578926311212E-09,5.12599979995651E-08,5.39578926311211E-08,0.000133993634771,0,1.53779993998695E-07,2.42810516840045E-08,4.79200044456987E-05,0,8.57930492834826E-07
