subject,allEigenvectorCentralitytotal,PreCG.L,PreCG.R,SFGdor.L,SFGdor.R,ORBsup.L,ORBsup.R,MFG.L,MFG.R,ORBmid.L,ORBmid.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,ORBinf.L,ORBinf.R,ROL.L,ROL.R,SMA.L,SMA.R,OLF.L,OLF.R,SFGmed.L,SFGmed.R,ORBsupmed.L,ORBsupmed.R,REC.L,REC.R,INS.L,INS.R,ACG.L,ACG.R,DCG.L,DCG.R,PCG.L,PCG.R,PHG.L,PHG.R,CAL.L,CAL.R,CUN.L,CUN.R,LING.L,LING.R,SOG.L,SOG.R,MOG.L,MOG.R,IOG.L,IOG.R,FFG.L,FFG.R,PoCG.L,PoCG.R,SPG.L,SPG.R,IPL.L,IPL.R,SMG.L,SMG.R,ANG.L,ANG.R,PCUN.L,PCUN.R,PCL.L,PCL.R,HES.L,HES.R,STG.L,STG.R,TPOsup.L,TPOsup.R,MTG.L,MTG.R,TPOmid.L,TPOmid.R,ITG.L,ITG.R
neo-0249-1-4year,5.98393297763,0.18226396777,0.272757091189,0.272374509212,0.435649807222,0.0370263270857,0.0804994562125,0.263916798496,0.435494341488,0.032901236417,0.0818941557261,0.0718137783622,0.12105293316,0.0693028409502,0.153110396805,0.0296576485583,0.0789505730903,0.0386231531886,0.091404319888,0.115194945452,0.109918572812,0.00870555992859,0.0100883403765,0.136583053067,0.181279799723,0.0274489935964,0.0367868157951,0.018518544082,0.0306319000314,0.0434572091457,0.135391022433,0.0563217251462,0.0715523298047,0.0671221997003,0.0626826169535,0.0257905312076,0.0219317774137,0.00509044804479,0.0121394733442,0.022081175444,0.0286621250594,0.0461105700494,0.053303829425,0.0122036423753,0.0207769634292,0.0255931195407,0.0473703327802,0.0301525751051,0.0654522580783,0.0120021748143,0.0264959613252,0.00862875647611,0.0231907434026,0.112391935571,0.193164412202,0.0420596838733,0.107997642359,0.0438730708374,0.0506131014085,0.0273812163328,0.108249848459,0.0286470288493,0.0731059950672,0.0747050740615,0.0779989283438,0.0714519955073,0.0533502709691,0.013652664793,0.0364802562827,0.0375990092878,0.134879013182,0.0182872777965,0.0535809259818,0.0411390508727,0.129089833601,0.00531739456924,0.0231386306801,0.0180370829157,0.0603882136368
neo-0251-2-4year,7.44170044551,0.251712545546,0.217327614333,0.288601806501,0.239502372169,0.035261398939,0.0465243067535,0.236139444084,0.211717228132,0.0251835266444,0.036269212224,0.112539052262,0.0833415218964,0.103123882839,0.0861112505595,0.0346355646781,0.0522794290451,0.0937170936836,0.0968688855179,0.186262130266,0.123998118306,0.00791688187821,0.00614304393997,0.193061580019,0.114843592123,0.0308755237146,0.0304910510711,0.0153418155659,0.0171279664547,0.0787266047246,0.106825213392,0.0695793433578,0.098062023081,0.135583133044,0.12460552563,0.0509276493569,0.0354397973784,0.0482982174695,0.0468119307202,0.0723021951474,0.0696668605218,0.101453406234,0.11467088315,0.0500685517904,0.0471733292744,0.0747179480019,0.0834526504996,0.0893849424908,0.113118424249,0.0430438578026,0.0548317771517,0.0517152555365,0.0573388863582,0.20705288052,0.176481998369,0.106473500189,0.0970401780052,0.110681853212,0.0616100223348,0.112927100446,0.0969585983414,0.0757241976651,0.0761787297228,0.145393520815,0.122228390941,0.132046005091,0.108057179751,0.0441173410718,0.0563805305947,0.127521233343,0.147443641023,0.0363270275866,0.0586427733851,0.145123971582,0.165763184882,0.0252356083088,0.0446979748166,0.0665530585352,0.100323699472
neo-0253-1-1-4year,5.38286697311,0.0487922898149,0.404116515379,0.0678932413187,0.414769563892,0.0111425497147,0.0695673139991,0.0480606539555,0.440264841683,0.00799786925614,0.0716423462712,0.0224898024309,0.158715568441,0.0177664846658,0.173785330493,0.00987705786492,0.0825279618363,0.0144326763625,0.148298910072,0.0610622496623,0.0932423523285,0.0032116538461,0.00501055650719,0.078593881358,0.128176630908,0.0155755983537,0.0213556008411,0.00740165326176,0.0185566021671,0.0183035837085,0.172478280138,0.0283249238155,0.0332718304271,0.0428080373349,0.0515370118654,0.0199079341625,0.0150452141796,0.00373594736997,0.0158243956592,0.0163801114765,0.037260187843,0.0388055920816,0.05907310746,0.0105290210938,0.0220335719609,0.0128123480814,0.0703991802096,0.013386075945,0.113211905743,0.00500811568579,0.0445688587065,0.00541387111437,0.034763766388,0.04337168518,0.29892069102,0.0263782351205,0.108591957087,0.0173110923483,0.0893328328286,0.0123973549716,0.12966772872,0.0101662680564,0.139475091884,0.0630232913676,0.0720926489708,0.0535216911882,0.0773953686439,0.00493227568216,0.0583643184165,0.0175780641602,0.196900100395,0.00738488777705,0.0639206083137,0.0193992319226,0.200807540409,0.0034088714987,0.0393127974272,0.00854547194262,0.0914562386449
neo-0253-1-2-4year,5.20870524183,0.307059541468,0.16895762697,0.473458350051,0.265064159582,0.0661519569923,0.0517815524471,0.508572075943,0.251984648713,0.0909941533759,0.0409326298073,0.147985850592,0.069724936567,0.185284236614,0.0751739950265,0.0731218481561,0.0401683772879,0.0663837982338,0.044729844356,0.117522551295,0.0936246839147,0.00906646212702,0.00543694152208,0.173031589106,0.116343533728,0.0292402100755,0.0247605674182,0.0230722375145,0.0205455473467,0.0921256087114,0.0615403115327,0.0551679593963,0.0427900278293,0.0619066547654,0.0508111426952,0.024874523911,0.010847675703,0.00603933503315,0.00430427761968,0.0230240347006,0.0122405011267,0.0386798862489,0.0201844580541,0.0136356265103,0.00828013858162,0.0239205767702,0.0126127121926,0.0285271613087,0.0151357270967,0.0127125128597,0.0074109855274,0.0101835779562,0.00641909903841,0.157896881368,0.0891285770483,0.0523529797798,0.0274213778316,0.0480428431595,0.0197549729439,0.0390885557914,0.0314829007351,0.0208810574781,0.0190449993342,0.0660332173252,0.0328841612066,0.0805433633834,0.0453136474757,0.0234945532577,0.0177789513742,0.0487674418506,0.0407267837359,0.0274703661008,0.0212549686966,0.03882546435,0.0316082209468,0.00666396738663,0.00795621554143,0.0159906517886,0.0147497005419
neo-0255-1-4year,6.68972421355,0.181637744978,0.305764164411,0.205847485327,0.377835215578,0.0446310699851,0.0914838216181,0.194281540174,0.407208411638,0.0375943731936,0.0876601578728,0.0693121893714,0.12793557413,0.0781817739961,0.152645638745,0.0422497640449,0.0951127355956,0.0518578726014,0.0984877670613,0.108561864596,0.117791940386,0.0104298077733,0.0126397455264,0.148429617602,0.151640331862,0.0408949097231,0.0439682895772,0.0247705258242,0.0374764603038,0.0586858444182,0.147784238984,0.0656757254145,0.0587011301027,0.0699392843185,0.0845572248144,0.0261204668921,0.0264448544239,0.0103123614176,0.0200084519303,0.042059496364,0.0435498361959,0.0684287302268,0.064807926521,0.02988112792,0.0379847789279,0.0364958878945,0.0464219018195,0.0499395595362,0.0849588683529,0.0239673278302,0.0479028387811,0.0207552485124,0.0487477884075,0.138305067242,0.197751281729,0.0670376944243,0.0941729497232,0.0621484609502,0.0676976337405,0.054220919659,0.0923653063995,0.0425837087951,0.0874580383012,0.0941209214664,0.0923893304525,0.0882554997007,0.0741714928487,0.0242034742479,0.0470020769451,0.0716996474444,0.17205258196,0.0240812372187,0.0621185901185,0.0732067998138,0.190887881887,0.0089531510598,0.0453306311373,0.031926435455,0.12512170733
neo-0256-1-4year,5.48009713141,0.0310193396564,0.18230128768,0.0319866865296,0.15886507931,0.00581892304816,0.0485336309769,0.0276335447252,0.172382587122,0.00552286492379,0.0477289424651,0.0104501408405,0.0815725560654,0.0111600991381,0.0847749777326,0.00485227115968,0.0635402266458,0.0114060007167,0.0827503425406,0.027376728628,0.0606148260566,0.00161325216228,0.00489813610324,0.0221343531557,0.0543370219331,0.00679157616227,0.0167965412611,0.00367398064402,0.0180231842533,0.0101819799405,0.12717410458,0.0119300890168,0.0201125602742,0.0280870856487,0.0484563834898,0.0181669913455,0.0282787440412,0.00415185912342,0.0422801148144,0.0257944403118,0.131177774051,0.0472296682609,0.15039154136,0.0155259195233,0.0807560309299,0.0192077985503,0.182857212445,0.0160049449239,0.328746747405,0.00823200969115,0.186680275509,0.00648095492279,0.105847638015,0.0333880870455,0.172964304822,0.0292147316909,0.14275670677,0.0177421477248,0.0764447716381,0.012919332097,0.129233994613,0.0118184300419,0.20044093059,0.0565917714822,0.131250515479,0.0316442484459,0.0698322629866,0.00490106749124,0.086107759237,0.0140313713248,0.370808769003,0.00542249225215,0.104625661631,0.0169375183595,0.472977718767,0.00317173943482,0.0643263319483,0.00880363761531,0.289428859108
neo-0259-1-4year,7.08661415698,0.255105626924,0.249928332986,0.296823699594,0.28065720148,0.0380700282014,0.0524760558797,0.299383159675,0.271033620404,0.0437198335433,0.0498256574751,0.085054260297,0.0851556580309,0.0868281938096,0.0957981298454,0.0431770351108,0.06541583934,0.068251746347,0.0950778995667,0.114062464868,0.12985143249,0.00727663552363,0.00757592299975,0.138928551655,0.119818528422,0.0270290843864,0.0300973037259,0.0159967940309,0.0206052293103,0.0779621569998,0.103782014005,0.0575069634096,0.0560147716785,0.0833666709651,0.105346024858,0.03794202608,0.049410725153,0.0435523711632,0.0118988185536,0.10199025596,0.0931675861123,0.126538067816,0.160271919073,0.06479741866,0.0500956374037,0.0563484129895,0.091707991004,0.0856861594,0.0867699128643,0.0594011996101,0.0391316233167,0.0626271524802,0.02571714332,0.184668764882,0.214031333913,0.0950992433103,0.124641347325,0.0700947453418,0.0803874523401,0.0542885857261,0.0881716525249,0.048213761793,0.077286193788,0.130269263812,0.177124720201,0.0972212135519,0.116077073619,0.0281268627663,0.035952635283,0.0795120004499,0.121160173423,0.033172536676,0.0452693856333,0.0928235091986,0.127478066928,0.0166122629584,0.0164922637755,0.0649044327312,0.0634777262318
neo-0269-1-4year,6.20047246392,0.14016444379,0.419747261768,0.141520620442,0.360872613279,0.0263854118301,0.0766853943306,0.13447148925,0.432780783792,0.0165632642038,0.0799100539179,0.0614144479943,0.124881248876,0.0682168286751,0.168404509139,0.0288100135839,0.0967601765993,0.0402953517225,0.114505697566,0.0907186112631,0.101960316322,0.00586541822639,0.00693524237626,0.0943716558327,0.123854634918,0.0251109978417,0.0274513036772,0.0162110359419,0.0228668058415,0.0512539648638,0.12439581271,0.0344179705864,0.0432723226979,0.0618269167407,0.052491434234,0.0256943282671,0.0177884604239,0.0111058990395,0.0130659865224,0.0373722166536,0.0314424712802,0.0690290516347,0.0622651341452,0.0213716344361,0.0208638372056,0.0432018316086,0.0641211745489,0.0622978764659,0.0936452665955,0.0299873224784,0.044725748259,0.0263720459275,0.0268670044369,0.118465403278,0.29269931469,0.0775566244982,0.14867419774,0.0777272546342,0.0929246423658,0.0347685275761,0.110695983865,0.0425315934553,0.108862962127,0.0924684336377,0.0799419436613,0.0777231057807,0.068102461825,0.0164954409023,0.0412324395763,0.0441428866848,0.1250923742,0.0196779056869,0.0454034676832,0.0637849935131,0.13317112697,0.0119703285944,0.0299256093732,0.0498303616052,0.0799917352389
neo-0270-1-4year,6.57028745891,0.2778907368,0.272985540277,0.322798749417,0.315277341061,0.0416831913765,0.0592252489056,0.294671775235,0.305687643273,0.0464570437645,0.0647768094639,0.0962989161608,0.0846472294114,0.102275062333,0.114963482469,0.0485081978827,0.0690901462933,0.0751473627818,0.0754510908559,0.136217279303,0.141507061614,0.00891690371869,0.00720121755487,0.163742206929,0.175479992222,0.0364393191373,0.0379775485693,0.0180824082948,0.0230117085982,0.0775726363799,0.0812911510483,0.0652775368521,0.0697754589698,0.104337448104,0.110231935678,0.044808628108,0.034597103749,0.0129864795726,0.00785803183898,0.0529772820372,0.046241272608,0.103054674616,0.0772010817124,0.0316897179851,0.0291556541064,0.063409434647,0.0458303218295,0.0701404848278,0.0460536407234,0.0271236967896,0.0223300924654,0.0189663362237,0.0151148549611,0.228838537632,0.19900258927,0.112396889321,0.0771494890345,0.0924580156205,0.0396110775048,0.0663173952117,0.0676598427481,0.0494783189796,0.0436161658856,0.133851491586,0.096931735538,0.103790800455,0.0994161150849,0.0281368858212,0.0254696337439,0.0738115160327,0.067137675601,0.0289234277761,0.0285032326513,0.0781055112653,0.0637043174865,0.0127009194695,0.0130852249236,0.0321911677805,0.0335633129525
neo-0272-1-4year,7.50891557168,0.245268519459,0.216123170521,0.196840636805,0.28445055117,0.0373548130556,0.086104943724,0.189026414306,0.263780173962,0.034511953825,0.0822979513399,0.0687906501851,0.0758602352446,0.0612810149622,0.0924758861403,0.0414536030766,0.0722320104485,0.0814647189222,0.0705651147098,0.132753000936,0.159242194919,0.0159064657213,0.0100121525972,0.148249420012,0.14334406448,0.0596708976941,0.0421164415193,0.0289705007082,0.0334038455692,0.0795196587458,0.0901662112784,0.0914318872809,0.0698658757584,0.116596529786,0.133503555946,0.0588476372046,0.0581217143418,0.0208014047366,0.0203955498713,0.083320442159,0.0761509146458,0.138028194188,0.124962696857,0.0632848874275,0.0537248411269,0.0910078202978,0.0814541508536,0.12735644712,0.105773182403,0.0504945479212,0.0599152382261,0.0431241596664,0.0454479114359,0.23280874772,0.154930013431,0.147862624515,0.110882561376,0.122040118965,0.0457591243047,0.0924950113404,0.07495092772,0.0797333479562,0.0736293142506,0.176383930204,0.16566146361,0.128888795002,0.121994678906,0.0437973952172,0.0370266816901,0.130342898208,0.11398962625,0.0360688602155,0.0428946632057,0.158220780911,0.138058969389,0.0165861923186,0.025378065319,0.0830197786971,0.0986641956704
neo-0282-2-1-4year,6.97156435441,0.175021346295,0.11891666737,0.199278563185,0.15994842597,0.0278648495044,0.0219989157609,0.154758625915,0.122025203591,0.0284560431539,0.0173250525047,0.0662127332637,0.0303250487089,0.0556286457761,0.0396507170332,0.0318597246105,0.015251693757,0.0910546921172,0.0387785415262,0.0987329578269,0.0943952526399,0.00559091000987,0.00279538118108,0.135968901435,0.0832981706417,0.0254112703529,0.0243779365284,0.0140249206931,0.0102292036112,0.0748911378807,0.0300767090013,0.05419799124,0.0836294859775,0.104110833761,0.0901885514574,0.053461776348,0.0339718094787,0.0755123686507,0.0210239694663,0.240250510617,0.0841997470441,0.281467934556,0.122159729019,0.15558136784,0.0447980517818,0.224454761464,0.0762742425925,0.283147933636,0.0714593340164,0.132065893704,0.0324800998542,0.157469849151,0.0284449535239,0.215279850703,0.0966156565847,0.180385707424,0.0765536512229,0.166945519861,0.0355100576315,0.104677430336,0.0428212666441,0.124802370897,0.0411593274549,0.260954116742,0.125624566599,0.123297694291,0.0716677114006,0.045573637809,0.0201732600719,0.144377067053,0.0514635601321,0.0594503485939,0.0192395044353,0.225229094372,0.0634649517951,0.0414077929684,0.0110388257341,0.142933516708,0.0364184299242
neo-0285-1-4year,6.62981559412,0.173101750286,0.242446454473,0.349587244859,0.343757629198,0.060326515218,0.0606456646348,0.206574062449,0.276276239493,0.0337013865572,0.0544157388489,0.0464115829082,0.0706167420435,0.0653267500669,0.103103293583,0.0270364727787,0.0567980688165,0.0505993443795,0.0826702990776,0.210036099177,0.192030063711,0.0141130574862,0.00582173486188,0.268523222103,0.175723771792,0.0428529572167,0.0464633440822,0.0254110631985,0.0276514725209,0.0505669437024,0.0961526910453,0.0841794828256,0.143925205655,0.143121297157,0.160595927986,0.0365168349843,0.0365376872136,0.0238842994327,0.0254365577979,0.043419970862,0.0526072204626,0.0795187034188,0.0817223532253,0.025782744674,0.0329833070249,0.0618322499521,0.0609436776219,0.0655516239348,0.0556214143203,0.0253893800628,0.0230205771775,0.0277041629349,0.0241483260933,0.160032969547,0.172766525734,0.103336106308,0.0961949742749,0.067986102688,0.0499263381145,0.0567468869675,0.0713054254954,0.0375758296484,0.0415504718583,0.128913040755,0.108936997914,0.159885572511,0.123971252126,0.0240753881815,0.0315272465471,0.0598249332578,0.0808955305456,0.0181046749557,0.0257185527034,0.0693892867326,0.0721915342775,0.0106733509432,0.0166633667138,0.0310938475188,0.0373447224204
neo-0287-1-4year,7.18505290763,0.161658458987,0.176160682232,0.142510790502,0.254054397956,0.0278253455586,0.0375547967339,0.105987192005,0.194818658801,0.0180165730162,0.0375649094944,0.0403079700228,0.0571358829523,0.0303915751428,0.0664760655754,0.0225916490645,0.0318876771706,0.0809010902579,0.0666317183992,0.0831739607068,0.143725268159,0.00532502781596,0.00423514414342,0.102989886821,0.106255103615,0.0347422421397,0.0299260508689,0.018660487782,0.0214754517488,0.0674296025828,0.0516002233284,0.0376975181053,0.0906954960651,0.101853444298,0.116361203345,0.0590229483468,0.0469540992107,0.0579045757474,0.0239362381368,0.163695533913,0.113907402836,0.24839239508,0.154388756708,0.114127234045,0.0577296365889,0.204922229096,0.098572084626,0.187503836732,0.0664696876128,0.0904963945818,0.0402780746667,0.0804894603729,0.0288135279903,0.207783195711,0.13244146433,0.210228335577,0.119571241692,0.173223971132,0.0468750273146,0.13184463443,0.0567273302395,0.113944962828,0.0473083648617,0.286989808214,0.187338186571,0.1353661281,0.098848885837,0.0423041327514,0.0252337095474,0.161641725078,0.0681619615017,0.0528746920415,0.0248915944231,0.206643259708,0.0643769957233,0.0299478732373,0.0146790736729,0.102511694809,0.037068996606
neo-0288-1-4year,5.54496122676,0.372360657372,0.184104194415,0.426556778356,0.202446287478,0.0307811585845,0.0307071169851,0.493494201523,0.221210294367,0.0472548224558,0.0398631376176,0.118806666511,0.0690197327087,0.154404857894,0.0683154614817,0.047683151086,0.0345891161119,0.0807815195253,0.0518098651994,0.124868332594,0.0801959397945,0.0062717580402,0.00369463391781,0.139218033475,0.0788371726858,0.0186692616636,0.0178156349878,0.0131106792696,0.0120550821671,0.103533251022,0.068684343647,0.0377784463355,0.0390739805634,0.0579056417949,0.0502564699902,0.0236773583351,0.0153779301325,0.00768636437666,0.00565371791587,0.022128193247,0.0217484083371,0.0360646878399,0.0421268898705,0.013913571202,0.0131873496037,0.0277563972976,0.027983523377,0.0608706621689,0.0353025632756,0.0202024319784,0.0147752545453,0.013275488578,0.00985918739918,0.252129547216,0.128438303935,0.097902659754,0.0598597732179,0.0895294132441,0.0314846099287,0.0678520042426,0.0499151962087,0.0657946803644,0.0437778945469,0.0831176803956,0.0657153949701,0.0750319614482,0.0447843270333,0.0287231518197,0.0179340129115,0.0871464120951,0.06323582301,0.0198232840452,0.018367603202,0.0845204700175,0.0633299362408,0.0064114110955,0.00854718869036,0.0293319342364,0.0245088917918
neo-0293-1-4year,5.53716728811,0.0572238827367,0.286756813042,0.153953480214,0.496908788979,0.0246047565364,0.061877987394,0.0794025282075,0.356689055836,0.0156446392032,0.0476650999489,0.020047505896,0.0898304603037,0.0244344068833,0.115093540544,0.0129442163255,0.0538908986798,0.0218059434605,0.089148043875,0.120679125528,0.346653973606,0.00722634899825,0.00758021498615,0.158167523511,0.265433627651,0.027794082986,0.0762940874766,0.0148858739338,0.0349359162284,0.0253500710558,0.0971811328264,0.0465584995411,0.162973171728,0.0657613097394,0.203814767926,0.0162147281957,0.0347555124535,0.00558926133041,0.016157552668,0.0255075712673,0.0420026968602,0.0393083230194,0.076589278355,0.0129539597505,0.0245279962833,0.0261172800319,0.0675144801953,0.0235457702062,0.0690403262102,0.0108191545826,0.0238857986607,0.00867992767419,0.0214843997493,0.0492698116122,0.194280868841,0.0381822771594,0.120191498914,0.0211848385528,0.0530219408505,0.0178491106913,0.0751688743159,0.012442660096,0.0636677753391,0.0526886059066,0.125424894266,0.0538704192241,0.133768230877,0.0067216739677,0.0281135079427,0.018834652468,0.0736409365303,0.00676889429287,0.0306335048481,0.0215397837712,0.0639856588435,0.00422604225649,0.0140683087512,0.0103360859901,0.0333806385227
neo-0294-1-4year,5.38894243234,0.0503972922676,0.363416963957,0.0978388180941,0.484189074538,0.0185311237612,0.0688542401703,0.0610344723707,0.433610547151,0.0124715985435,0.0665218155078,0.0181890086525,0.117476137959,0.0212145741108,0.16441155089,0.0146026980046,0.0594703022307,0.0218467509348,0.125947747515,0.0692304985736,0.220938339542,0.00442732864216,0.00945169091754,0.0972626017937,0.239269660807,0.0200323750069,0.0768715207726,0.0123719697842,0.0384059100477,0.0226385036125,0.110298731087,0.0391105136237,0.182728259961,0.0576582070927,0.182321779607,0.0165397144124,0.0361323466921,0.0124204230883,0.0229223220803,0.0279497947077,0.0436571432241,0.0402904712973,0.0734567906388,0.019718547394,0.0350624828551,0.0230148198426,0.0532156996483,0.0249331827807,0.0422598207395,0.0103133979909,0.0198352719877,0.0132102915921,0.018992730969,0.0436988393923,0.237599384672,0.030778154593,0.0894578513592,0.0217185452487,0.0529408860481,0.0173360999365,0.0714039055812,0.0150554365144,0.0360037846677,0.0489650572093,0.10857427867,0.0409248443935,0.137821726819,0.00764239077448,0.0335511909048,0.0213181047198,0.073008776533,0.00914585859958,0.0324178259514,0.0282828496623,0.0542597856508,0.00421876818773,0.0165445564816,0.0135637711256,0.0257418991708
neo-0298-1-4year,6.25995942569,0.104033420348,0.379529124188,0.152774213758,0.379686986336,0.0245029257842,0.0615917132001,0.116119922798,0.385716601804,0.0146185829629,0.0755067526548,0.0398902999446,0.142393516789,0.0446847181269,0.158966573663,0.017350132121,0.0540970620877,0.037967312223,0.141950139805,0.0994737440555,0.17853943152,0.00407115316248,0.00701885484134,0.122529177486,0.188851347054,0.0215204475414,0.0680255394682,0.0114476646719,0.0291639507988,0.0366665628435,0.110759638939,0.045849644471,0.133966481835,0.0558667918257,0.144854710781,0.0214363759213,0.0405171450728,0.0140771734425,0.0285192345631,0.0389126052312,0.054250026645,0.062444802778,0.102534727043,0.0267218914703,0.0368316268167,0.039501432173,0.0678647762583,0.0428456473033,0.0667083943713,0.0206895741914,0.0273125084082,0.01918966525,0.0303754258252,0.086939352665,0.297315260783,0.0621175153487,0.14906069431,0.0411312109135,0.0691292833615,0.0342360376094,0.118818897711,0.0290546412109,0.073767291513,0.0812196433424,0.137442863953,0.0628756291823,0.125871042302,0.0164334088504,0.0566525125983,0.0388687900048,0.123847716198,0.0134904707925,0.0448477329113,0.0506725171275,0.105545757045,0.0066315274385,0.0210092268588,0.0283828167036,0.0538794123003
neo-0301-1-4year,7.41795598129,0.131709704619,0.263857797463,0.170281166729,0.301288998343,0.0278943498345,0.0484462847426,0.12041973701,0.247351460951,0.0180951557742,0.043509763141,0.0372358994677,0.0823781669905,0.0369132604032,0.0945735489801,0.0210098774427,0.0475490474372,0.0541093487858,0.0982909896651,0.111721408301,0.181636485003,0.00596648679587,0.00548892065621,0.129217385486,0.143820819111,0.0267421759513,0.0366076142599,0.0126021381441,0.0225761428712,0.0553687295753,0.0961492106557,0.041212007898,0.111963523792,0.097821326775,0.155014026999,0.0396223015593,0.0631287463613,0.0472324977752,0.051848961167,0.102078998977,0.10624095655,0.140992973494,0.17070561943,0.0630662826778,0.0712535590047,0.100412814601,0.118642954913,0.122524010477,0.108412664763,0.0644500240261,0.0514225055958,0.0685688321893,0.0545224070994,0.147005157277,0.237516514263,0.135323322408,0.164019440824,0.0951805908081,0.0765884053057,0.0827709679404,0.134657412826,0.0685766055453,0.0782864253667,0.162742646845,0.20214009968,0.100617006201,0.146012188244,0.0306407503186,0.0459632388334,0.108517127484,0.153722418527,0.0410332616218,0.0507123625487,0.155498076025,0.147485807746,0.0272146715786,0.0379574458922,0.0837121475911,0.0801118188763
neo-0302-1-4year,6.11317581505,0.0753487820076,0.380488710218,0.104325165294,0.386710301972,0.014934010488,0.0659659932685,0.083140762194,0.309710428067,0.0132854268189,0.0727099314305,0.0238024322689,0.133623943463,0.024785458078,0.119878789011,0.0137810393682,0.0676047272454,0.0331490738319,0.168351522339,0.0674058450176,0.203700186714,0.00258308413235,0.00995840207044,0.0764819694261,0.181818135036,0.0154606976024,0.0711600121022,0.0088669332451,0.0343173828756,0.0270733540387,0.128084795568,0.0305584335453,0.132768957161,0.056994530265,0.189730881635,0.0173715740963,0.0357707125701,0.0145637355227,0.0221152722354,0.0423287731979,0.0441097668394,0.0750618727052,0.0884676597905,0.0208124167697,0.0255268549915,0.0507930664568,0.0655121225757,0.0493356057067,0.0762724566463,0.0205481115778,0.0370552622036,0.0170719263578,0.038890628224,0.0685982540729,0.357075665257,0.0556300888971,0.158850386077,0.037573386155,0.0801996127837,0.0247402912896,0.190443561962,0.0202526108443,0.0755875333121,0.0691327949064,0.118825003795,0.0528671416786,0.123958004543,0.010441430232,0.0802983711278,0.0356489015723,0.149337029433,0.013513693372,0.0426560688396,0.0449669484283,0.12299652504,0.00505221175505,0.0198257307633,0.0190150195671,0.0655216330741
neo-0305-1-4year,5.68012541357,0.20625387907,0.170225146668,0.467753982394,0.295610514053,0.0609062604413,0.0584336364109,0.256292015042,0.227680682773,0.0431837598697,0.034110691385,0.0526505140154,0.0589940974594,0.0724166278403,0.0894578490756,0.0265483256945,0.0419768562356,0.0539423235371,0.052800551621,0.272461090658,0.13638540064,0.0146155232836,0.00800215024859,0.375239746337,0.208558526872,0.0956878805131,0.04455538292,0.0309284620689,0.026325205939,0.0506532429139,0.057364739467,0.109069839809,0.156018952319,0.147311762255,0.117065213932,0.0269745878334,0.0196538104153,0.011156123225,0.0112450585749,0.0236320402055,0.0201810028044,0.0422582294263,0.037172756064,0.0166586670241,0.0128320155416,0.0312404239839,0.0234424608613,0.0315268685572,0.0245177981672,0.0116729745884,0.00899199302785,0.0109231853918,0.00962242780978,0.140535364416,0.101908282955,0.0681798926644,0.058082644536,0.0524445193375,0.0295249311635,0.0475160496166,0.0399226977936,0.0250582734279,0.0240159075777,0.0828275309451,0.0602447066109,0.146923603665,0.0669922165506,0.0162769426646,0.0145924828622,0.0357472770278,0.0362122041844,0.014582311635,0.0179459508523,0.0391153381467,0.0273688598259,0.00539540830238,0.00703343411029,0.0133416761089,0.0151536493244
neo-0307-1-4year,6.94307829581,0.17296768917,0.105289518484,0.165280683301,0.11875701568,0.0283944048721,0.0260686085524,0.120318276492,0.103031743588,0.0256501472398,0.0212298244195,0.0607203422888,0.0393207526749,0.0509683002775,0.0414658865047,0.0279196893976,0.0204151064928,0.0794220110533,0.0445623742595,0.0952796544098,0.0763989026248,0.00509968560782,0.00241243140741,0.107887367355,0.0580888624344,0.0191316825361,0.0178907340346,0.0128932807353,0.0130694846423,0.0824483246884,0.0474703705032,0.028005942746,0.041716971203,0.0920846369995,0.0639326536781,0.0667703952366,0.0303032826404,0.10868129051,0.0225876139131,0.19378877478,0.0812825135505,0.230485439138,0.10444171839,0.117937504673,0.0450701670555,0.205020750235,0.0793451845871,0.317862784673,0.0616027624248,0.160889327375,0.0306065615234,0.142535310896,0.023348168483,0.205308719173,0.104182872435,0.185911127566,0.100068839053,0.151849910368,0.0458628911297,0.121628744378,0.0590589692424,0.142736673349,0.047256040405,0.240598005151,0.127765363819,0.108952320217,0.0638635514397,0.0827353955985,0.0224430191177,0.231006828511,0.0679852112721,0.102780901203,0.0320023245946,0.33275179757,0.0655645748192,0.0642155272801,0.0187143792812,0.147679729622,0.0320016687788
